pF,time,sample
264.700012207031,2018-02-16T08:54:36.850,353
264.800018310547,2018-02-16T08:54:36.897,354
265.200012207031,2018-02-16T08:54:36.933,355
265.5,2018-02-16T08:54:36.974,356
265.5,2018-02-16T08:54:37.015,357
265.300018310547,2018-02-16T08:54:37.057,358
264.899993896484,2018-02-16T08:54:37.098,359
264.800018310547,2018-02-16T08:54:37.139,360
264.700012207031,2018-02-16T08:54:37.180,361
264.700012207031,2018-02-16T08:54:37.222,362
264.5,2018-02-16T08:54:37.263,363
264.5,2018-02-16T08:54:37.304,364
264.5,2018-02-16T08:54:37.345,365
264.399993896484,2018-02-16T08:54:37.386,366
264.399993896484,2018-02-16T08:54:37.428,367
264.300018310547,2018-02-16T08:54:37.469,368
264.300018310547,2018-02-16T08:54:37.510,369
264.5,2018-02-16T08:54:37.551,370
264.5,2018-02-16T08:54:37.593,371
264.600006103516,2018-02-16T08:54:37.634,372
264.5,2018-02-16T08:54:37.675,373
264.700012207031,2018-02-16T08:54:37.716,374
264.5,2018-02-16T08:54:37.758,375
264.5,2018-02-16T08:54:37.799,376
264.5,2018-02-16T08:54:37.840,377
264.600006103516,2018-02-16T08:54:37.881,378
264.700012207031,2018-02-16T08:54:37.923,379
264.700012207031,2018-02-16T08:54:37.964,380
264.800018310547,2018-02-16T08:54:38.005,381
264.700012207031,2018-02-16T08:54:38.046,382
264.700012207031,2018-02-16T08:54:38.088,383
264.399993896484,2018-02-16T08:54:38.129,384
264.399993896484,2018-02-16T08:54:38.170,385
264.5,2018-02-16T08:54:38.211,386
264.600006103516,2018-02-16T08:54:38.253,387
264.600006103516,2018-02-16T08:54:38.294,388
264.600006103516,2018-02-16T08:54:38.335,389
264.600006103516,2018-02-16T08:54:38.376,390
264.600006103516,2018-02-16T08:54:38.418,391
264.5,2018-02-16T08:54:38.459,392
264.5,2018-02-16T08:54:38.501,393
264.399993896484,2018-02-16T08:54:38.542,394
264.399993896484,2018-02-16T08:54:38.583,395
264.300018310547,2018-02-16T08:54:38.624,396
264.300018310547,2018-02-16T08:54:38.666,397
264.600006103516,2018-02-16T08:54:38.706,398
264.600006103516,2018-02-16T08:54:38.748,399
264.600006103516,2018-02-16T08:54:38.789,400
264.600006103516,2018-02-16T08:54:38.830,401
264.800018310547,2018-02-16T08:54:38.872,402
265.200012207031,2018-02-16T08:54:38.913,403
265.200012207031,2018-02-16T08:54:38.954,404
265.800018310547,2018-02-16T08:54:38.995,405
266.399993896484,2018-02-16T08:54:39.037,406
266.600006103516,2018-02-16T08:54:39.078,407
266.800018310547,2018-02-16T08:54:39.119,408
267.200012207031,2018-02-16T08:54:39.160,409
268.0,2018-02-16T08:54:39.202,410
268.300018310547,2018-02-16T08:54:39.243,411
268.899993896484,2018-02-16T08:54:39.284,412
269.5,2018-02-16T08:54:39.325,413
270.100006103516,2018-02-16T08:54:39.367,414
270.5,2018-02-16T08:54:39.417,415
271.100006103516,2018-02-16T08:54:39.449,416
271.700012207031,2018-02-16T08:54:39.490,417
272.5,2018-02-16T08:54:39.532,418
272.800018310547,2018-02-16T08:54:39.573,419
273.5,2018-02-16T08:54:39.614,420
274.0,2018-02-16T08:54:39.655,421
274.600006103516,2018-02-16T08:54:39.697,422
275.399993896484,2018-02-16T08:54:39.738,423
275.600006103516,2018-02-16T08:54:39.779,424
275.800018310547,2018-02-16T08:54:39.820,425
276.300018310547,2018-02-16T08:54:39.861,426
276.700012207031,2018-02-16T08:54:39.903,427
277.0,2018-02-16T08:54:39.944,428
277.399993896484,2018-02-16T08:54:39.985,429
277.600006103516,2018-02-16T08:54:40.027,430
277.399993896484,2018-02-16T08:54:40.068,431
277.5,2018-02-16T08:54:40.109,432
277.5,2018-02-16T08:54:40.150,433
277.5,2018-02-16T08:54:40.192,434
277.300018310547,2018-02-16T08:54:40.233,435
277.200012207031,2018-02-16T08:54:40.274,436
276.399993896484,2018-02-16T08:54:40.315,437
276.100006103516,2018-02-16T08:54:40.357,438
275.600006103516,2018-02-16T08:54:40.398,439
275.5,2018-02-16T08:54:40.440,440
275.300018310547,2018-02-16T08:54:40.480,441
274.899993896484,2018-02-16T08:54:40.522,442
274.600006103516,2018-02-16T08:54:40.563,443
274.399993896484,2018-02-16T08:54:40.605,444
274.399993896484,2018-02-16T08:54:40.645,445
274.399993896484,2018-02-16T08:54:40.687,446
274.100006103516,2018-02-16T08:54:40.728,447
274.0,2018-02-16T08:54:40.769,448
274.0,2018-02-16T08:54:40.810,449
273.800018310547,2018-02-16T08:54:40.852,450
273.600006103516,2018-02-16T08:54:40.893,451
273.5,2018-02-16T08:54:40.934,452
273.300018310547,2018-02-16T08:54:40.976,453
273.100006103516,2018-02-16T08:54:41.017,454
272.600006103516,2018-02-16T08:54:41.058,455
272.5,2018-02-16T08:54:41.099,456
272.300018310547,2018-02-16T08:54:41.141,457
272.100006103516,2018-02-16T08:54:41.182,458
271.800018310547,2018-02-16T08:54:41.223,459
271.700012207031,2018-02-16T08:54:41.264,460
271.600006103516,2018-02-16T08:54:41.306,461
271.600006103516,2018-02-16T08:54:41.347,462
271.300018310547,2018-02-16T08:54:41.388,463
271.200012207031,2018-02-16T08:54:41.429,464
271.100006103516,2018-02-16T08:54:41.471,465
270.800018310547,2018-02-16T08:54:41.512,466
270.800018310547,2018-02-16T08:54:41.553,467
270.800018310547,2018-02-16T08:54:41.594,468
270.700012207031,2018-02-16T08:54:41.635,469
270.600006103516,2018-02-16T08:54:41.677,470
270.600006103516,2018-02-16T08:54:41.718,471
270.600006103516,2018-02-16T08:54:41.759,472
270.800018310547,2018-02-16T08:54:41.800,473
270.700012207031,2018-02-16T08:54:41.842,474
270.700012207031,2018-02-16T08:54:41.883,475
270.700012207031,2018-02-16T08:54:41.924,476
270.700012207031,2018-02-16T08:54:41.965,477
270.700012207031,2018-02-16T08:54:42.007,478
270.399993896484,2018-02-16T08:54:42.048,479
270.600006103516,2018-02-16T08:54:42.089,480
270.5,2018-02-16T08:54:42.130,481
270.5,2018-02-16T08:54:42.172,482
270.399993896484,2018-02-16T08:54:42.213,483
270.300018310547,2018-02-16T08:54:42.254,484
270.200012207031,2018-02-16T08:54:42.295,485
269.800018310547,2018-02-16T08:54:42.337,486
269.800018310547,2018-02-16T08:54:42.378,487
269.800018310547,2018-02-16T08:54:42.419,488
269.700012207031,2018-02-16T08:54:42.460,489
269.300018310547,2018-02-16T08:54:42.502,490
269.300018310547,2018-02-16T08:54:42.543,491
269.200012207031,2018-02-16T08:54:42.584,492
269.200012207031,2018-02-16T08:54:42.625,493
269.200012207031,2018-02-16T08:54:42.667,494
268.700012207031,2018-02-16T08:54:42.708,495
268.600006103516,2018-02-16T08:54:42.750,496
268.5,2018-02-16T08:54:42.790,497
268.399993896484,2018-02-16T08:54:42.832,498
268.300018310547,2018-02-16T08:54:42.873,499
268.200012207031,2018-02-16T08:54:42.915,500
268.0,2018-02-16T08:54:42.955,501
267.700012207031,2018-02-16T08:54:42.997,502
267.5,2018-02-16T08:54:43.038,503
267.5,2018-02-16T08:54:43.079,504
267.200012207031,2018-02-16T08:54:43.120,505
267.200012207031,2018-02-16T08:54:43.162,506
267.5,2018-02-16T08:54:43.203,507
267.5,2018-02-16T08:54:43.244,508
267.300018310547,2018-02-16T08:54:43.285,509
267.200012207031,2018-02-16T08:54:43.327,510
267.200012207031,2018-02-16T08:54:43.368,511
267.200012207031,2018-02-16T08:54:43.409,512
267.5,2018-02-16T08:54:43.451,513
267.5,2018-02-16T08:54:43.492,514
267.399993896484,2018-02-16T08:54:43.533,515
267.399993896484,2018-02-16T08:54:43.574,516
267.399993896484,2018-02-16T08:54:43.616,517
267.399993896484,2018-02-16T08:54:43.657,518
267.300018310547,2018-02-16T08:54:43.698,519
267.100006103516,2018-02-16T08:54:43.739,520
266.899993896484,2018-02-16T08:54:43.781,521
266.800018310547,2018-02-16T08:54:43.822,522
266.800018310547,2018-02-16T08:54:43.863,523
266.800018310547,2018-02-16T08:54:43.904,524
266.700012207031,2018-02-16T08:54:43.946,525
266.600006103516,2018-02-16T08:54:43.987,526
266.700012207031,2018-02-16T08:54:44.028,527
266.600006103516,2018-02-16T08:54:44.069,528
266.600006103516,2018-02-16T08:54:44.110,529
266.399993896484,2018-02-16T08:54:44.152,530
266.399993896484,2018-02-16T08:54:44.193,531
266.600006103516,2018-02-16T08:54:44.234,532
266.600006103516,2018-02-16T08:54:44.275,533
266.600006103516,2018-02-16T08:54:44.317,534
266.5,2018-02-16T08:54:44.358,535
266.600006103516,2018-02-16T08:54:44.399,536
266.700012207031,2018-02-16T08:54:44.440,537
266.700012207031,2018-02-16T08:54:44.482,538
266.700012207031,2018-02-16T08:54:44.523,539
267.0,2018-02-16T08:54:44.564,540
267.0,2018-02-16T08:54:44.605,541
267.0,2018-02-16T08:54:44.647,542
267.200012207031,2018-02-16T08:54:44.688,543
267.399993896484,2018-02-16T08:54:44.729,544
267.5,2018-02-16T08:54:44.770,545
267.5,2018-02-16T08:54:44.812,546
267.600006103516,2018-02-16T08:54:44.853,547
268.200012207031,2018-02-16T08:54:44.894,548
268.200012207031,2018-02-16T08:54:44.936,549
268.399993896484,2018-02-16T08:54:44.977,550
268.700012207031,2018-02-16T08:54:45.018,551
268.800018310547,2018-02-16T08:54:45.059,552
269.0,2018-02-16T08:54:45.101,553
269.300018310547,2018-02-16T08:54:45.142,554
269.700012207031,2018-02-16T08:54:45.183,555
